window,id,circadian,color,frame,occupant,treatment,objects,signage,notable,special,master
window-0645,w-818,AWAKE,brown,paned grid,,,,,A small orange glow flickers in the dark lower panes beneath a softly lit upper half.,,WINDOWSTACK2026_8_0010_windows-09927.png
window-0646,w-819,AWAKE,gray,other,,,poster|sign|signage,Hook & Ladder 20 Instagram tankthedalmatian,A lit display case showing a firefighter dalmatian t-shirt for Hook & Ladder 20.,,WINDOWSTACK2026_8_0011_windows-09891.png
window-0647,w-820,AWAKE,amber,double-hung,,sheer curtains,plants,,Silhouetted potted plants on the sill against a glowing amber sheer curtain.,,WINDOWSTACK2026_8_0012_windows-09869.png
window-0648,w-821,AWAKE,amber,double-hung,,security,figurine,,"A warm amber window behind ornate scrolled bars, with cat figurines including one glowing green on the sill.",,WINDOWSTACK2026_8_0013_windows-09866.png
window-0649,w-823,AWAKE,amber,paned grid,,lace curtains,lamp|ceiling fixture|flowers|vase|plants,,A tall paned window glows amber behind lace curtains with a silhouetted bouquet on the sill.,,WINDOWSTACK2026_8_0015_windows-09820.png
window-0650,w-824,AWAKE,red,other,,frosted glass,,,A textured frosted glass pane glowing fiery red-orange with faint graffiti scrawls.,,WINDOWSTACK2026_8_0016_windows-09819.png
window-0651,w-825,AWAKE,orange,double-hung,,sheer curtains|security,lamp,,"A single glowing bulb burns behind amber curtains, casting an intense orange wash over the whole pane.",,WINDOWSTACK2026_8_0017_windows-09817.png
window-0652,w-826,AWAKE,amber,other,,,sign|poster|signage,CHAPEL A,"A glowing amber window framing a black ""CHAPEL A"" sign above posted notices.",,WINDOWSTACK2026_8_0018_windows-09816.png
window-0653,w-827,AWAKE,orange,paned grid,,curtains,,,A dark silhouetted profile shape against a deep orange-lit interior glow.,,WINDOWSTACK2026_8_0019_windows-09813.png
window-0654,w-828,AWAKE,amber,double-hung,,roller shade,lamp|framed art|furniture,,A vivid orange animal painting glows on the wall below a half-drawn shade.,,WINDOWSTACK2026_8_0020_windows-09811.png
window-0655,w-830,AWAKE,orange,double-hung,,,poster|plants|framed art,,A glowing window crowded with collage-like posters of figures in sunglasses and orange tones.,,WINDOWSTACK2026_8_0022_windows-09808.png
window-0656,w-831,AWAKE,amber,double-hung,,,plants|bottle,,A large potted plant silhouetted dramatically against a warm amber-lit interior.,,WINDOWSTACK2026_8_0023_windows-09805.png
window-0657,w-832,AWAKE,green,double-hung,,sheer curtains,plants,,Sheer curtains glow with an eerie green light above a warm amber candle on the sill.,,WINDOWSTACK2026_8_0024_windows-09804.png
window-0658,w-833,AWAKE,amber,double-hung,,sheer curtains,lamp|plants,,A glowing amber-curtained window silhouettes a lamp and plant against rich golden light.,,WINDOWSTACK2026_8_0025_windows-09791.png
window-0659,w-834,AWAKE,purple,casement,cat,sheer curtains|security,neon sign|signage,,A glowing white neon cat silhouette sits against purple-lit sheer curtains.,yes,WINDOWSTACK2026_8_0026_windows-09790.png
window-0660,w-835,AWAKE,orange,double-hung,,sheer curtains,lamp,,A glowing orange interior diffused through sheer curtains with a warm lamp below.,,WINDOWSTACK2026_8_0027_windows-09789.png
window-0661,w-836,AWAKE,amber,double-hung,,venetian blinds,plants|string lights,,Partially raised blinds reveal plants wrapped in warm string lights against an amber glow.,,WINDOWSTACK2026_8_0028_windows-09786.png
window-0662,w-837,AWAKE,amber,double-hung,,venetian blinds,plants|string lights|holiday decoration,,A glowing string-lit wreath hangs in the lower pane below half-drawn venetian blinds.,,WINDOWSTACK2026_8_0029_windows-09785.png
window-0663,w-838,AWAKE,brown,double-hung,,,plants,,Silhouetted spiky potted plants stand against a soft amber-lit shade behind a dark double-hung window.,,WINDOWSTACK2026_8_0030_windows-09706.png
window-0664,w-839,AWAKE,amber,double-hung,,sheer curtains,lamp,,A glowing lamp behind floral sheer curtains casts a warm amber light with shadowy silhouettes on the sill.,,WINDOWSTACK2026_8_0031_windows-09703.png
window-0665,w-840,AWAKE,orange,double-hung,,security,,,An ornate scrollwork iron grille silhouetted against a glowing amber-orange interior.,,WINDOWSTACK2026_8_0032_windows-09702.png
window-0666,w-841,ASLEEP,brown,double-hung,,curtains,,,A dim double-hung window draped in warm brown curtains glowing softly against deep shadow.,,WINDOWSTACK2026_8_0033_windows-09701.png
window-0667,w-842,AWAKE,black,double-hung,,venetian blinds,,,Warm amber light seeps through partially raised venetian blinds in an otherwise dark window.,,WINDOWSTACK2026_8_0034_windows-09699.png
window-0668,w-843,AWAKE,orange,double-hung,,venetian blinds,plants,,Silhouetted houseplants stand against a glowing orange blind-covered window.,,WINDOWSTACK2026_8_0035_windows-09698.png
window-0669,w-845,AWAKE,orange,double-hung,silhouette,frosted glass,,,A shadowy human silhouette looms behind amber frosted glass.,,WINDOWSTACK2026_8_0037_windows-09697.png
window-0670,w-847,AWAKE,amber,paned grid,,,lamp|furniture,,A black-framed grid window glowing warm amber with a lamp silhouetted on the lower sill.,,WINDOWSTACK2026_8_0039_windows-09696-2.png
window-0671,w-848,AWAKE,amber,double-hung,,,plants,,A backlit leafy plant silhouette glows against a warm amber pane above a dark monitor.,,WINDOWSTACK2026_8_0040_windows-09695.png
window-0672,w-849,AWAKE,gray,double-hung,,,plants|string lights,,A potted plant wrapped in warm fairy lights glows against a misty gray pane.,,WINDOWSTACK2026_8_0041_windows-09695-2.png
window-0673,w-850,AWAKE,yellow,double-hung,,roller shade,clock,,A round illuminated clock glows against a yellow lower pane beneath dim green upper panels.,,WINDOWSTACK2026_8_0042_windows-09693.png
window-0674,w-851,AWAKE,amber,double-hung,,venetian blinds,lamp|plants,,"Warm interior light glows through horizontal venetian blinds, silhouetting a lamp and plants.",,WINDOWSTACK2026_8_0043_windows-09689.png
window-0675,w-852,AWAKE,gray,double-hung,,curtains,,,A thin sliver of warm light glows between drawn curtains in an otherwise dim window.,,WINDOWSTACK2026_8_0044_windows-09688.png
window-0676,w-853,AWAKE,amber,double-hung,,curtains,flowers|vase|plants,,A small vase of green pom-pom flowers sits alone against a softly glowing amber wall.,,WINDOWSTACK2026_8_0045_windows-09687.png
window-0677,w-854,AWAKE,amber,double-hung,,roller shade,lamp|holiday decoration|string lights|plants,,A decorated Christmas tree topped with a star glows with string lights behind a partly-drawn shade.,,WINDOWSTACK2026_8_0046_windows-09686.png
window-0678,w-855,AWAKE,brown,double-hung,,venetian blinds|stained glass,,,A decorative stained-glass floral panel hangs behind warm-toned venetian blinds.,,WINDOWSTACK2026_8_0047_windows-09685.png
window-0679,w-856,AWAKE,amber,double-hung,,venetian blinds,,,A glowing amber double-hung window with paned grid backlit through venetian blinds against pure black.,,WINDOWSTACK2026_8_0048_windows-09682.png
window-0680,w-857,AWAKE,orange,paned grid,,lace curtains,furniture,,A floral fringed shawl draped across the panes glows in intense orange-red light.,,WINDOWSTACK2026_8_0049_windows-09680.png
window-0681,w-859,AWAKE,orange,paned grid,,curtains,air conditioner,,Glowing amber curtains create a warm abstract pattern across the paned window above an air conditioner.,,WINDOWSTACK2026_8_0053_windows-09645.png
window-0682,w-860,AWAKE,amber,double-hung,,roller shade,air conditioner,,A softly glowing amber window with a roller shade and an old air conditioner unit at the base.,,WINDOWSTACK2026_8_0054_windows-09643.png
window-0683,w-861,AWAKE,white,double-hung,,frosted glass,,,A dark-framed window with frosted panels revealing a faint silhouette of an interior stair railing and newel post.,,WINDOWSTACK2026_8_0055_windows-09637.png
window-0684,w-862,AWAKE,gray,other,,,sign|signage,REZINE,Heavily graffiti-covered glass door scrawled with white and orange tags over a dim warm interior.,,WINDOWSTACK2026_8_0056_windows-09634.png
window-0685,w-864,AWAKE,amber,double-hung,,,plants,,Silhouetted plants and a dangling beaded ornament glow against a warm amber backlit shade.,,WINDOWSTACK2026_8_0058_windows-09632-3.png
window-0686,w-865,AWAKE,amber,paned grid,,frosted glass,ceiling fixture,,"A glowing bare bulb burns behind frosted, grid-paned glass casting deep amber light.",,WINDOWSTACK2026_8_0059_windows-09630.png
window-0687,w-866,AWAKE,amber,paned grid,,,fan,,Three industrial fans glow at the top above an amber-lit interior with a hanging bag.,,WINDOWSTACK2026_8_0060_windows-09627.png
window-0688,w-867,AWAKE,orange,double-hung,,curtains,plants,,A silhouetted potted plant sits behind a softly glowing peach-toned curtain in a double-hung window.,,WINDOWSTACK2026_8_0061_windows-09627-2.png
window-0689,w-869,AWAKE,blue,double-hung,,roller shade,,,A deep blue glow bleeds through a partially drawn shade above a row of pigeon spikes on the sill.,,WINDOWSTACK2026_8_0063_windows-09626-2.png
window-0690,w-870,AWAKE,brown,paned grid,,frosted glass,bottle,,Heavy condensation on frosted panes obscures backlit bottle silhouettes lining the sill.,,WINDOWSTACK2026_8_0064_windows-09625.png
window-0691,w-872,ASLEEP,gray,double-hung,,sheer curtains,bottle|jar,,A cluttered windowsill of bottles and bags sits behind sheer curtains above a row of anti-bird spikes.,,WINDOWSTACK2026_8_0066_windows-09624-2.png
window-0692,w-873,AWAKE,amber,paned grid,,,,,A four-pane arched window glowing soft amber with shadowy clutter on the sill below.,,WINDOWSTACK2026_8_0067_windows-09623.png
window-0693,w-874,ASLEEP,brown,double-hung,,sheer curtains,air conditioner,,A window-mounted air conditioner flanked by foam insulation panels beneath dim amber-lit sheer curtains.,,WINDOWSTACK2026_8_0068_windows-09622.png
window-0694,w-877,AWAKE,amber,double-hung,,venetian blinds,,,Warm amber blinds above glow against an electric purple light spilling along the windowsill.,yes,WINDOWSTACK2026_8_0071_windows-09614.png
window-0695,w-881,AWAKE,blue,paned grid,,security,string lights|plants,,Cascading curtain of blue string lights glows behind a barred paned window.,,WINDOWSTACK2026_8_0075_windows-09606.png
window-0696,w-882,AWAKE,blue,double-hung,,security,string lights,,A cascade of blue curtain string lights fills the barred window with an icy festive glow.,,WINDOWSTACK2026_8_0076_windows-09606-2.png
window-0697,w-883,AWAKE,amber,double-hung,,venetian blinds,furniture,,Warm amber light glows through venetian blinds with a sliver of room visible below.,,WINDOWSTACK2026_8_0077_windows-09605.png
window-0698,w-884,AWAKE,red,double-hung,,,plants,,An intense saturated red glow fills the entire double-hung window with shadowy plant silhouettes below.,,WINDOWSTACK2026_8_0078_windows-09603.png
window-0699,w-887,AWAKE,purple,double-hung,,,chandelier|furniture,,A crystal chandelier glows behind a vivid magenta-purple painted window frame.,,WINDOWSTACK2026_8_0081_windows-09602-2.png
window-0700,w-888,AWAKE,amber,double-hung,,sheer curtains,lamp|plants|vase,,A glowing table lamp silhouettes a tall potted plant against sheer curtains in warm amber light.,,WINDOWSTACK2026_8_0082_windows-09596.png
window-0701,w-889,AWAKE,amber,double-hung,,frosted glass,,,"Frosted glass softens the interior, with small orange cone-shaped figures perched on the sill below.",,WINDOWSTACK2026_8_0083_windows-09590.png
window-0702,w-890,AWAKE,white,double-hung,,sheer curtains|security,plants,,Floral-print sheer curtains glow behind a black security grille on the lower sash.,,WINDOWSTACK2026_8_0084_windows-09588-2.png
window-0703,w-891,AWAKE,amber,double-hung,,,plants|string lights|holiday decoration,,A lit Christmas tree glows below a hanging plant in a warm amber window.,,WINDOWSTACK2026_8_0085_windows-09575.png
window-0704,w-892,AWAKE,amber,double-hung,,,ceiling fixture,,A horned highland cow figurine peers up over a low fence beneath warm recessed ceiling lights.,,WINDOWSTACK2026_8_0086_windows-09566.png
window-0705,w-893,AWAKE,amber,double-hung,,,flowers|vase|plants,,"A glass vase of dried flowers sits on the sill against a glowing amber, fogged pane.",,WINDOWSTACK2026_8_0087_windows-09564.png
window-0706,w-895,AWAKE,orange,double-hung,,curtains,lamp|plants,,A faceted geometric pendant ornament hangs against a glowing amber-orange interior.,,WINDOWSTACK2026_8_0089_windows-09563-2.png
window-0707,w-896,AWAKE,amber,double-hung,,,string lights|holiday decoration|bottle,,A glowing Christmas tree wrapped in warm string lights fills the lower pane of an amber-lit window.,,WINDOWSTACK2026_8_0090_windows-09558.png
window-0708,w-897,AWAKE,amber,paned grid,,,neon sign|ceiling fixture|signage,SPIRITUAL,"A vertical green neon sign reading ""SPIRITUAL"" glows against a warm amber interior.",,WINDOWSTACK2026_8_0091_windows-09550.png
window-0709,w-898,AWAKE,green,other,,roller shade,neon sign|signage,CHAKRA HEALING,"A glowing green neon sign reading ""CHAKRA HEALING"" with a meditating figure depicting chakras.",yes,WINDOWSTACK2026_8_0092_windows-09541.png
window-0710,w-899,AWAKE,amber,double-hung,,,air conditioner,,A warm amber-glowing paned window with an air conditioner unit sitting in the lower sash.,,WINDOWSTACK2026_8_0093_windows-09496-3.png
window-0711,w-900,AWAKE,amber,paned grid,,,,,A tall paned door glows warm amber behind a decorative wrought-iron scrollwork grille.,,WINDOWSTACK2026_8_0094_windows-09425.png
window-0712,w-902,AWAKE,red,other,,,neon sign|signage,,A glowing red-orange neon dog wearing a bow tie fills the lower window.,,WINDOWSTACK2026_8_0096_windows-09400.png
window-0713,w-903,AWAKE,amber,paned grid,,,,,A weathered multi-pane window with an open inner sash glows with deep amber interior light.,,WINDOWSTACK2026_8_0097_windows-09361-2.png
window-0714,w-904,AWAKE,gold,other,,security,,,Twin ornate lattice panels with central floral medallions glow warm gold against black.,,WINDOWSTACK2026_8_0098_windows-09352.png
window-0715,w-905,AWAKE,amber,paned grid,,sheer curtains,,,A multi-pane window glowing deep amber behind softly gathered sheer curtains.,,WINDOWSTACK2026_8_0099_windows-09349.png
window-0716,w-906,ASLEEP,amber,paned grid,,curtains,,,Amber curtains parted at center reveal a dark gap behind a paned wooden frame.,,WINDOWSTACK2026_8_0100_windows-09345.png
window-0717,w-907,AWAKE,yellow,other,,,sign|poster|signage,,A glowing yellow doorway with an orange tiled lower wall and an intercom panel beside posted notices.,,WINDOWSTACK2026_8_0101_windows-09248.png
window-0718,w-908,AWAKE,amber,double-hung,cat,curtains,,,A cat sits in silhouette on a window perch against a glowing amber backdrop.,yes,WINDOWSTACK2026_9_0000_davekrugman-00245enhanced-denoise-enhance-2x.png
window-0719,w-909,ASLEEP,brown,other,,,sign|signage,LOBSTER ENZME,A heavily graffiti-tagged tan door panel covered in scrawled black and red writing.,,WINDOWSTACK2026_9_0001_davekrugman-00018.png
window-0720,w-910,ASLEEP,brown,double-hung,,roller shade,poster|signage,LIBERATE YOU HAVE THE POWER,A papered-over window covered in blue graffiti tags and pasted activist posters reading 'LIBERATE'.,,WINDOWSTACK2026_9_0002_davekrugman-00019.png
window-0721,w-912,AWAKE,orange,paned grid,,,poster,,A dark-framed paned window filled entirely with a glowing sunflower field at sunset.,yes,WINDOWSTACK2026_9_0000_davekrugman-00106.png
